Generation, WorstFit, AvgFit, BestFit, BestFirDistribution, BestDeck
68, 88.8, 98.36106, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EEE011, EES008, EJP021, EMM022, FPA004, LBB030, LMC007, OCP002, OMW004, SBB012, SEL020, SMA025, SNV010, SNV017, SOD016, SPP004, STE019, STR027]"
69, 86.8, 98.37205, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EAG016, EES008, EHH014, EJP021, EMM022, LMA032, LVE021, OCE023, OCP002, OSH017, SBB012, SEL020, SMA025, SNV017, SOD016, SPP003, STE019, STR027]"
70, 89.40001, 98.313065, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EDO004, EES008, EJP021, ESS018, LMA021, OCP002, ODE008, OFF026, PCA012, PFF012, SBB012, SEL020, SMA025, SMA033, SNV017, SOD016, SPI008, SWA022]"
71, 88.2, 98.080025, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EAG016, EES008, EHH014, EJP021, EMM022, LMA032, LPR011, LVE021, OCE023, OCP002, SBB012, SEL020, SMA025, SNV017, SOD016, SPP003, STE019, STR027]"
72, 81.6, 97.79901, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EAM002, EHH014, EJP021, EMM022, EOW021, EWO012, LMC025, LPR014, OCP002, SBB012, SEL020, SIB009, SMA025, SNV017, SOD016, SPL007, STE019, STE025]"
73, 81.8, 97.78409, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EAG016, EES008, EHH014, EJP021, EMM022, EPP004, LMA032, LPR011, OCE023, OCP002, PCA032, SBB012, SEL020, SMA025, SNV017, SOD016, SPP003, STE019]"
74, 79.799995, 97.36006, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EES008, EJP021, EMM022, LBB030, LMC007, OCP002, OFF007, OMA033, SBB012, SEL020, SGD004, SMA025, SNV010, SNV017, SOD016, SPP004, STE019, STR027]"
75, 82.8, 97.44305, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[EAG016, EES008, EJP021, EMM022, LPL026, OCP002, OSH017, PHE010, SBB012, SEL020, SIW003, SMA025, SNB019, SNV017, SOD016, SPP003, STE019, STR027]"
76, 81.00001, 97.739044, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ECF025, EEE011, EES008, EJP021, EMM022, ESS018, LMC007, OCP002, OSH014, SBB012, SEL020, SMA025, SNB004, SNV017, SOD002, SOD016, STE019, STR027]"
77, 80.799995, 97.41409, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFU001, ACSP028, EES008, EHH014, EJP021, EMM022, LMA032, LPR011, LVE021, OCP002, SBB012, SEL020, SMA025, SME002, SNV017, SOD016, STE019, STR027]"
78, 76.40001, 97.86501, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFU001, ACSP028, EHH014, EJP021, EMM022, LMA006, LMA032, LPR011, LVE021, OCP002, SBB012, SEL020, SMA025, SME002, SNV017, SOD016, STE019, STR027]"
79, 78.799995, 97.44306, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFE003, ACTA005, EES008, EHH014, EJP021, EMM022, ERO002, LMA032, LVE021, OCE023, OCP002, SBB012, SEL020, SMA025, SNV017, SOD016, STE019, STR027]"
80, 71.200005, 97.59406, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFU001, ACSP028, EES008, EES014, EJP021, EPP010, LMA032, LMC003, OCE023, OCP002, SBB012, SEL020, SMA025, SNV017, SOD016, SST038, STE019, STR027]"
81, 75.4, 98.20808, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACCU035, ACWS014, EES008, EJP021, EMM022, EWW028, LMA032, LPR011, LUN021, OCE023, OCP002, ODE019, SBB012, SEL020, SMA025, SNV017, SOD016, STE019]"
82, 83.00001, 98.51707, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACFU001, ACSP028, EEE007, EES008, EHH014, EJP021, EMM022, LDG008, LMA032, LPR011, OCP002, OMA020, OWA013, SBB012, SEL020, SMA025, SNV017, SOD016]"
83, 81.8, 98.58503, 100.0, "[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]", "[ACAZ006, ACGD009, ACSP027, ACTO001, EDO003, EES008, EJP021, LAM026, LBU004, LPL019, OCP002, PCA010, SBB012, SMA025, SNV017, SOD002, SOD016, STE019]"
